小区ID,城市,行政区,小区名称,户型分类,户型类型,标准面积,面积区间,户型租金/毛坯,租金/简易装修,租金/精装修,租金/豪华装修,租金/付款方式,更新时间
---,杭州,下城区,双牛大厦,1室1厅,---,26,"(2, 12]",3390,3390,3390,3390,押一付三,---
---,杭州,下城区,东清大厦,3室1厅,---,16,"(1, 11]",2336,2336,2336,2336,押一付三,---
---,杭州,下城区,新德佳苑,1室2厅,---,114,"(11, 21]",8300,8300,8300,8300,押一付三,---
---,杭州,下城区,黎明园,2室1厅,---,61,"(6, 16]",3590,3590,3590,3590,押一付三,---
---,杭州,下城区,新坝,1室1厅,---,58,"(5, 15]",4930,4930,4930,4930,押一付三,---
---,杭州,下城区,领骏世界,1室1厅,---,47,"(4, 14]",5290,5290,5290,5290,押一付三,---
---,杭州,下城区,檀香园,6室2厅,---,9,"(0, 10]",1906,1906,1906,1906,押一付三,---
---,杭州,下城区,天园阁,1室2厅,---,80,"(8, 18]",3960,3960,3960,3960,押一付三,---
---,杭州,下城区,中山北路450号,1室1厅,---,75,"(7, 17]",7190,7190,7190,7190,押一付三,---
---,杭州,下城区,翰林花园,4室1厅,---,9,"(0, 10]",1976,1976,1976,1976,押一付三,---
---,杭州,下城区,十五家园,1室1厅,---,40,"(4, 14]",4030,4030,4030,4030,押一付三,---
---,杭州,下城区,环北新村,3室1厅,---,10,"(1, 11]",1976,1976,1976,1976,押一付三,---
---,杭州,下城区,海狮沟,3室1厅,---,14,"(1, 11]",2346,2346,2346,2346,押一付三,---
---,杭州,下城区,朝晖七区,1室1厅,---,43,"(4, 14]",2730,2730,2730,2730,押一付三,---
---,杭州,下城区,新华坊社区,4室1厅,---,12,"(1, 11]",1936,1936,1936,1936,押一付三,---
---,杭州,下城区,新德佳苑,1室2厅,---,89,"(8, 18]",4600,4600,4600,4600,押一付三,---
---,杭州,下城区,青春坊,1室1厅,---,46,"(4, 14]",4260,4260,4260,4260,押一付三,---
---,杭州,下城区,中江花园,5室1厅,---,10,"(1, 11]",1806,1806,1806,1806,押一付三,---
---,杭州,下城区,云天财富中心,1室0厅,---,52,"(5, 15]",3200,3200,3200,3200,押一付三,---
---,杭州,下城区,潮王公寓,1室1厅,---,77,"(7, 17]",4130,4130,4130,4130,押一付三,---
---,杭州,下城区,潮王公寓,1室1厅,---,77,"(7, 17]",4060,4060,4060,4060,押一付三,---
---,杭州,下城区,中山花园,4室2厅,---,15,"(1, 11]",1946,1946,1946,1946,押一付三,---
---,杭州,下城区,新德佳苑,1室1厅,---,59,"(5, 15]",3600,3600,3600,3600,押一付三,---
---,杭州,下城区,马家弄,3室1厅,---,5,"(0, 10]",1606,1606,1606,1606,押一付三,---
---,杭州,下城区,朝晖八区,1室1厅,---,50,"(5, 15]",3330,3330,3330,3330,押一付三,---
---,杭州,下城区,朝晖七区,4室1厅,---,7,"(0, 10]",1476,1476,1476,1476,押一付三,---
---,杭州,下城区,宝善公寓,1室2厅,---,71,"(7, 17]",5760,5760,5760,5760,押一付三,---
---,杭州,下城区,永康苑,2室1厅,---,18,"(1, 11]",2223,2223,2223,2223,押一付三,---
---,杭州,下城区,长堤明苑,4室1厅,---,12,"(1, 11]",2400,2400,2400,2400,押一付三,---
---,杭州,下城区,体育场路172号,3室1厅,---,16,"(1, 11]",2246,2246,2246,2246,押一付三,---
---,杭州,下城区,柳营花园东区,4室2厅,---,10,"(1, 11]",2106,2106,2106,2106,押一付三,---
---,杭州,下城区,流水北苑,3室1厅,---,15,"(1, 11]",1906,1906,1906,1906,押一付三,---
---,杭州,下城区,体育场路,2室1厅,---,44,"(4, 14]",5490,5490,5490,5490,押一付三,---
---,杭州,下城区,文晖里,3室2厅,---,13,"(1, 11]",1923,1923,1923,1923,押一付三,---
---,杭州,下城区,双牛大厦,1室0厅,---,30,"(3, 13]",3260,3260,3260,3260,押一付三,---
---,杭州,下城区,双牛大厦,1室1厅,---,27,"(2, 12]",2360,2360,2360,2360,押一付三,---
---,杭州,下城区,打铁关新村,3室1厅,---,12,"(1, 11]",2023,2023,2023,2023,押一付三,---
---,杭州,下城区,凤起都市花园,1室1厅,---,48,"(4, 14]",3230,3230,3230,3230,押一付三,---
---,杭州,下城区,黎明园,1室1厅,---,57,"(5, 15]",6060,6060,6060,6060,押一付三,---
---,杭州,下城区,流水苑,3室1厅,---,12,"(1, 11]",1806,1806,1806,1806,押一付三,---
---,杭州,下城区,打铁关新村,3室1厅,---,12,"(1, 11]",2023,2023,2023,2023,押一付三,---
---,杭州,下城区,朝晖五区,1室1厅,---,62,"(6, 16]",6090,6090,6090,6090,押一付三,---
---,杭州,下城区,中北西子花园,7室2厅,---,8,"(0, 10]",1846,1846,1846,1846,押一付三,---
---,杭州,下城区,流水苑,4室1厅,---,14,"(1, 11]",1876,1876,1876,1876,押一付三,---
---,杭州,下城区,现代雅苑,4室2厅,---,23,"(2, 12]",1360,1360,1360,1360,押一付三,---
---,杭州,下城区,德欣城市嘉园,4室1厅,---,13,"(1, 11]",1606,1606,1606,1606,押一付三,---
---,杭州,下城区,云龙公寓,4室1厅,---,16,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,杭州,下城区,凤起都市花园,1室1厅,---,36,"(3, 13]",2290,2290,2290,2290,押一付三,---
---,杭州,下城区,环西新村,1室1厅,---,44,"(4, 14]",3560,3560,3560,3560,押一付三,---
---,杭州,下城区,大营盘,1室1厅,---,43,"(4, 14]",2890,2890,2890,2890,押一付三,---
---,杭州,下城区,竹竿巷,1室1厅,---,49,"(4, 14]",3090,3090,3090,3090,押一付三,---
---,杭州,下城区,龙游路,1室1厅,---,31,"(3, 13]",2590,2590,2590,2590,押一付三,---
---,杭州,下城区,体育场路34号,3室1厅,---,13,"(1, 11]",1290,1290,1290,1290,押一付三,---
---,杭州,下城区,裕达大厦,4室1厅,---,12,"(1, 11]",1823,1823,1823,1823,押一付三,---
---,杭州,下城区,云裳公寓,4室2厅,---,11,"(1, 11]",1876,1876,1876,1876,押一付三,---
---,杭州,下城区,新德佳苑,1室1厅,---,60,"(6, 16]",3290,3290,3290,3290,押一付三,---
---,杭州,下城区,新德佳苑,2室2厅,---,78,"(7, 17]",4130,4130,4130,4130,押一付三,---
---,杭州,下城区,长板里,1室1厅,---,67,"(6, 16]",2700,2700,2700,2700,押一付三,---
---,杭州,下城区,新德佳苑,1室1厅,---,58,"(5, 15]",3123,3123,3123,3123,押一付三,---
---,杭州,下城区,凤起苑,2室1厅,---,5,"(0, 10]",1936,1936,1936,1936,押一付三,---
---,杭州,下城区,流水东苑,2室1厅,---,53,"(5, 15]",3293,3293,3293,3293,押一付三,---
---,杭州,下城区,朝晖九区,1室1厅,---,35,"(3, 13]",2190,2190,2190,2190,押一付三,---
---,杭州,下城区,新德佳苑,1室1厅,---,35,"(3, 13]",3260,3260,3260,3260,押一付三,---
---,杭州,下城区,新德佳苑,1室0厅,---,30,"(3, 13]",3500,3500,3500,3500,押一付三,---
---,杭州,下城区,新德佳苑,1室1厅,---,46,"(4, 14]",3830,3830,3830,3830,押一付三,---
---,杭州,下城区,朝晖七区,3室2厅,---,82,"(8, 18]",5630,5630,5630,5630,押一付三,---
---,杭州,下城区,新德佳苑,1室1厅,---,138,"(13, 23]",3290,3290,3290,3290,押一付三,---
---,杭州,下城区,河东路3号,1室1厅,---,46,"(4, 14]",3190,3190,3190,3190,押一付三,---
---,杭州,下城区,观巷,1室1厅,---,28,"(2, 12]",3160,3160,3160,3160,押一付三,---
---,杭州,下城区,回龙庙前二弄,2室1厅,---,49,"(4, 14]",3590,3590,3590,3590,押一付三,---
---,杭州,下城区,国都公寓,1室1厅,---,43,"(4, 14]",2790,2790,2790,2790,押一付三,---
---,杭州,下城区,云天财富中心,1室1厅,---,49,"(4, 14]",5160,5160,5160,5160,押一付三,---
---,杭州,下城区,朝晖六区,1室1厅,---,31,"(3, 13]",3930,3930,3930,3930,押一付三,---
---,杭州,下城区,德胜东村,1室1厅,---,55,"(5, 15]",4460,4460,4460,4460,押一付三,---
---,杭州,下城区,朝晖九区,1室1厅,---,52,"(5, 15]",3663,3663,3663,3663,押一付三,---
---,杭州,下城区,朝晖一区,2室1厅,---,12,"(1, 11]",1060,1060,1060,1060,押一付三,---
---,杭州,下城区,德胜东村,1室1厅,---,56,"(5, 15]",1960,1960,1960,1960,押一付三,---
---,杭州,下城区,青春坊,1室1厅,---,30,"(3, 13]",3790,3790,3790,3790,押一付三,---
---,杭州,下城区,柳营花园东区,1室1厅,---,31,"(3, 13]",2500,2500,2500,2500,押一付三,---
---,杭州,下城区,五里塘苑,3室2厅,---,15,"(1, 11]",2400,2400,2400,2400,押一付三,---
---,杭州,下城区,云裳公寓,5室2厅,---,7,"(0, 10]",1476,1476,1476,1476,押一付三,---
---,杭州,下城区,朝晖六区,1室1厅,---,55,"(5, 15]",5330,5330,5330,5330,押一付三,---
---,杭州,下城区,武林路123号,1室1厅,---,50,"(5, 15]",3400,3400,3400,3400,押一付三,---
---,杭州,下城区,潮王公寓,1室1厅,---,78,"(7, 17]",4130,4130,4130,4130,押一付三,---
---,杭州,下城区,新德佳苑,1室0厅,---,45,"(4, 14]",2930,2930,2930,2930,押一付三,---
---,杭州,下城区,星都嘉苑,1室1厅,---,41,"(4, 14]",4490,4490,4490,4490,押一付三,---
---,杭州,下城区,清远里,1室1厅,---,50,"(5, 15]",3100,3100,3100,3100,押一付三,---
---,杭州,下城区,中江花园,3室1厅,---,101,"(10, 20]",5506,5506,5506,5506,押一付三,---
---,杭州,下城区,天赐苑,1室1厅,---,74,"(7, 17]",4960,4960,4960,4960,押一付三,---
---,杭州,下城区,武林路141号,1室1厅,---,52,"(5, 15]",4860,4860,4860,4860,押一付三,---
---,杭州,下城区,潮王人家,5室2厅,---,8,"(0, 10]",1546,1546,1546,1546,押一付三,---
---,杭州,下城区,仙林福座,1室1厅,---,45,"(4, 14]",5330,5330,5330,5330,押一付三,---
---,杭州,下城区,白泽弄,1室1厅,---,35,"(3, 13]",3900,3900,3900,3900,押一付三,---
---,杭州,下城区,田家桥,1室2厅,---,79,"(7, 17]",3400,3400,3400,3400,押一付三,---
---,杭州,下城区,武林路292号,1室0厅,---,36,"(3, 13]",2360,2360,2360,2360,押一付三,---
---,杭州,下城区,朝晖九区,1室1厅,---,89,"(8, 18]",5330,5330,5330,5330,押一付三,---
---,杭州,下城区,宝善公寓,1室2厅,---,140,"(14, 24]",10160,10160,10160,10160,押一付三,---
---,杭州,下城区,潮王人家,1室1厅,---,57,"(5, 15]",4860,4860,4860,4860,押一付三,---
---,杭州,下城区,朝晖路90号,1室1厅,---,42,"(4, 14]",4290,4290,4290,4290,押一付三,---
---,杭州,下城区,东园小区,2室1厅,---,54,"(5, 15]",4800,4800,4800,4800,押一付三,---
---,杭州,下城区,流水东苑,1室2厅,---,102,"(10, 20]",5300,5300,5300,5300,押一付三,---
---,杭州,下城区,现代雅苑,1室2厅,---,121,"(12, 22]",6490,6490,6490,6490,押一付三,---
---,杭州,下城区,朝晖九区,3室1厅,---,10,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,下城区,德胜东村,1室1厅,---,79,"(7, 17]",5230,5230,5230,5230,押一付三,---
---,杭州,下城区,永康苑,3室1厅,---,11,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,杭州,下城区,柳营巷,1室1厅,---,45,"(4, 14]",4800,4800,4800,4800,押一付三,---
---,杭州,下城区,朝晖六区,1室1厅,---,12,"(1, 11]",3130,3130,3130,3130,押一付三,---
---,杭州,下城区,朝晖九区,1室1厅,---,15,"(1, 11]",4200,4200,4200,4200,押一付三,---
---,杭州,下城区,齐心里,2室1厅,---,10,"(1, 11]",5700,5700,5700,5700,押一付三,---
---,杭州,下城区,野风现代中心,1室1厅,---,55,"(5, 15]",5090,5090,5090,5090,押一付三,---
---,杭州,下城区,现代景苑,4室1厅,---,9,"(0, 10]",1900,1900,1900,1900,押一付三,---
---,杭州,下城区,朝晖六区,1室1厅,---,41,"(4, 14]",3790,3790,3790,3790,押一付三,---
---,杭州,下城区,仙林福座,1室1厅,---,46,"(4, 14]",3930,3930,3930,3930,押一付三,---
---,杭州,下城区,流水北苑,1室2厅,---,126,"(12, 22]",5990,5990,5990,5990,押一付三,---
---,杭州,下城区,京都苑,1室2厅,---,158,"(15, 25]",8100,8100,8100,8100,押一付三,---
---,杭州,下城区,新华坊社区,1室1厅,---,38,"(3, 13]",3630,3630,3630,3630,押一付三,---
---,杭州,下城区,朝晖八区,3室1厅,---,7,"(0, 10]",1530,1530,1530,1530,押一付三,---
---,杭州,下城区,中江花园,5室1厅,---,10,"(1, 11]",1940,1940,1940,1940,押一付三,---
---,杭州,下城区,东园小区,1室1厅,---,54,"(5, 15]",4800,4800,4800,4800,押一付三,---
---,杭州,下城区,华东园,5室1厅,---,10,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,下城区,现代雅苑,4室2厅,---,16,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,杭州,下城区,朝晖四区,5室1厅,---,12,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,下城区,醋坊新村,3室1厅,---,10,"(1, 11]",2160,2160,2160,2160,押一付三,---
---,杭州,下城区,云龙公寓,5室2厅,---,20,"(2, 12]",2260,2260,2260,2260,押一付三,---
---,杭州,下城区,锦园小区,2室1厅,---,13,"(1, 11]",2530,2530,2530,2530,押一付三,---
---,杭州,下城区,水星阁小区,4室1厅,---,18,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,杭州,下城区,三华园,5室2厅,---,15,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,杭州,下城区,中江花园,4室2厅,---,12,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,下城区,环西新村,3室1厅,---,14,"(1, 11]",2390,2390,2390,2390,押一付三,---
---,杭州,下城区,庆晖公寓,4室1厅,---,15,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,下城区,朝晖四区,3室1厅,---,11,"(1, 11]",1800,1800,1800,1800,押一付三,---
---,杭州,下城区,河罕上,3室1厅,---,14,"(1, 11]",2260,2260,2260,2260,押一付三,---
---,杭州,下城区,华东园,4室2厅,---,8,"(0, 10]",1660,1660,1660,1660,押一付三,---
---,杭州,下城区,木庵小区,3室1厅,---,10,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,下城区,体育场路西,3室1厅,---,14,"(1, 11]",2260,2260,2260,2260,押一付三,---
---,杭州,下城区,朝晖八区,3室1厅,---,14,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,下城区,华东园,4室2厅,---,8,"(0, 10]",1830,1830,1830,1830,押一付三,---
---,杭州,下城区,树园,1室1厅,---,50,"(5, 15]",4400,4400,4400,4400,押一付三,---
---,杭州,下城区,嘉汇大厦,4室2厅,---,14,"(1, 11]",2460,2460,2460,2460,押一付三,---
---,杭州,下城区,中山花园,4室2厅,---,11,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,杭州,下城区,东河春晓,4室2厅,---,12,"(1, 11]",2160,2160,2160,2160,押一付三,---
---,杭州,下城区,树园,1室1厅,---,48,"(4, 14]",4430,4430,4430,4430,押一付三,---
---,杭州,下城区,德欣城市嘉园,4室1厅,---,8,"(0, 10]",1860,1860,1860,1860,押一付三,---
---,杭州,下城区,艮园社区,1室1厅,---,44,"(4, 14]",3960,3960,3960,3960,押一付三,---
---,杭州,下城区,五里塘苑,3室1厅,---,21,"(2, 12]",2200,2200,2200,2200,押一付三,---
---,杭州,下城区,永康苑,3室1厅,---,9,"(0, 10]",1790,1790,1790,1790,押一付三,---
---,杭州,下城区,永康苑,3室1厅,---,11,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,下城区,朝晖七区,2室1厅,---,12,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,下城区,朝晖七区,2室1厅,---,17,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,杭州,下城区,东方豪园,5室1厅,---,10,"(1, 11]",2100,2100,2100,2100,押一付三,---
---,杭州,下城区,流水东苑,1室1厅,---,53,"(5, 15]",4430,4430,4430,4430,押一付三,---
---,杭州,下城区,小北门,2室1厅,---,12,"(1, 11]",2530,2530,2530,2530,押一付三,---
---,杭州,下城区,老浙大横路一弄,2室1厅,---,6,"(0, 10]",1960,1960,1960,1960,押一付三,---
---,杭州,下城区,施家花园,3室1厅,---,10,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,下城区,三华园,4室2厅,---,9,"(0, 10]",2160,2160,2160,2160,押一付三,---
---,杭州,下城区,潮王人家,3室2厅,---,11,"(1, 11]",2290,2290,2290,2290,押一付三,---
---,杭州,下城区,云龙公寓,1室1厅,---,59,"(5, 15]",5830,5830,5830,5830,押一付三,---
---,杭州,下城区,朝晖九区,2室1厅,---,9,"(0, 10]",1800,1800,1800,1800,押一付三,---
---,杭州,下城区,仙林苑,5室2厅,---,9,"(0, 10]",1890,1890,1890,1890,押一付三,---
---,杭州,下城区,体育场路西,3室1厅,---,8,"(0, 10]",2230,2230,2230,2230,押一付三,---
---,杭州,下城区,施家花园,4室2厅,---,10,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,杭州,下城区,思敬里,3室1厅,---,6,"(0, 10]",2060,2060,2060,2060,押一付三,---
---,杭州,下城区,领骏世界,1室1厅,---,44,"(4, 14]",4860,4860,4860,4860,押一付三,---
---,杭州,下城区,中江花园,3室2厅,---,14,"(1, 11]",2460,2460,2460,2460,押一付三,---
---,杭州,下城区,岳家湾,3室2厅,---,17,"(1, 11]",2700,2700,2700,2700,押一付三,---
---,杭州,下城区,德欣城市嘉园,4室1厅,---,13,"(1, 11]",1840,1840,1840,1840,押一付三,---
---,杭州,下城区,泰和苑,3室1厅,---,7,"(0, 10]",2060,2060,2060,2060,押一付三,---
---,杭州,下城区,五里塘苑,3室1厅,---,13,"(1, 11]",2530,2530,2530,2530,押一付三,---
---,杭州,下城区,朝晖九区,3室1厅,---,8,"(0, 10]",1560,1560,1560,1560,押一付三,---
---,杭州,下城区,永康苑,3室1厅,---,12,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,下城区,施家花园,3室1厅,---,10,"(1, 11]",2000,2000,2000,2000,押一付三,---
---,杭州,下城区,体育场路176号,3室2厅,---,6,"(0, 10]",1630,1630,1630,1630,押一付三,---
---,杭州,下城区,双牛大厦,1室0厅,---,27,"(2, 12]",2830,2830,2830,2830,押一付三,---
---,杭州,下城区,朝晖六区,2室1厅,---,10,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,下城区,贡院,2室1厅,---,14,"(1, 11]",2360,2360,2360,2360,押一付三,---
---,杭州,下城区,云龙公寓,4室1厅,---,8,"(0, 10]",2020,2020,2020,2020,押一付三,---
---,杭州,下城区,朝晖一区,2室1厅,---,16,"(1, 11]",2370,2370,2370,2370,押一付三,---
---,杭州,下城区,朝晖一区,2室1厅,---,7,"(0, 10]",1890,1890,1890,1890,押一付三,---
---,杭州,下城区,河罕上,3室1厅,---,14,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,杭州,下城区,朝晖四区,3室1厅,---,7,"(0, 10]",2390,2390,2390,2390,押一付三,---
---,杭州,下城区,艮园社区,3室1厅,---,13,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,杭州,下城区,马市街,2室1厅,---,53,"(5, 15]",4760,4760,4760,4760,押一付三,---
---,杭州,下城区,翰林花园,4室1厅,---,16,"(1, 11]",2550,2550,2550,2550,押一付三,---
---,杭州,下城区,现代景苑,4室1厅,---,19,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,杭州,下城区,朝晖八区,2室1厅,---,14,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,下城区,长堤明苑,4室1厅,---,14,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,杭州,下城区,云天财富中心,1室1厅,---,38,"(3, 13]",4360,4360,4360,4360,押一付三,---
---,杭州,下城区,东方豪园,3室1厅,---,11,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,下城区,五里塘苑,3室1厅,---,16,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,杭州,下城区,东方豪园,4室1厅,---,29,"(2, 12]",2930,2930,2930,2930,押一付三,---
---,杭州,下城区,翰林花园,5室1厅,---,20,"(2, 12]",2590,2590,2590,2590,押一付三,---
---,杭州,下城区,老浙大横路三弄,1室1厅,---,44,"(4, 14]",4530,4530,4530,4530,押一付三,---
---,杭州,下城区,仙林福座,1室0厅,---,37,"(3, 13]",3960,3960,3960,3960,押一付三,---
---,杭州,下城区,朝晖四区,3室1厅,---,14,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,下城区,朝晖路,1室1厅,---,50,"(5, 15]",4300,4300,4300,4300,押一付三,---
---,杭州,下城区,德胜东村,1室1厅,---,54,"(5, 15]",4700,4700,4700,4700,押一付三,---
---,杭州,下城区,润和紫庭花园,5室1厅,---,21,"(2, 12]",2460,2460,2460,2460,押一付三,---
---,杭州,下城区,骆驼桥东河下,3室1厅,---,13,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,下城区,小北门,3室2厅,---,14,"(1, 11]",2790,2790,2790,2790,押一付三,---
---,杭州,下城区,艮山上,3室1厅,---,10,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,下城区,观巷,2室1厅,---,13,"(1, 11]",2690,2690,2690,2690,押一付三,---
---,杭州,下城区,马家弄,3室1厅,---,10,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,杭州,下城区,朝晖七区,4室2厅,---,15,"(1, 11]",2630,2630,2630,2630,押一付三,---
